                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                               "r26.4.1"                               "gfortran"                                 "15.2.0"                   "aarch64-macos-26.3.2"                                 "CRMATH"                               "20260504"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                       log_power_nuc_burn                           power_nuc_burn                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                     Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                     130                                      684                  8.3419945693148579E+005                  5.0151229248442473E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999913899995E-001                  3.4254938988179900E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999913899995E-001                  3.4254938988179900E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.4904930244386048E+000                  3.2322651190515959E-005                 -4.4904930244386048E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.4904930244386048E+000                  3.2322651190515959E-005                 -4.4904930259356188E+000                 -1.2953051462346425E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7046534637248105E+000                  7.5498990355684104E-001                  4.9084118519329645E-001                  3.7574152525805213E+000                  0.0000000000000000E+000                  1.4674045931268747E+001                 -1.2637532031456672E-001                  6.6742898375215836E+000                  6.2118447783704367E-001                  8.5000496576853146E-001                  1.2966429904606991E+000                  6.9999999848796890E-001                  2.7997020236474890E-001                  3.4468833607860468E-003                  9.3805276451495376E-003                  3.4468833607860776E-003                  9.3805276451495393E-003                  1.3999999997094636E+000                  5.5994040472949780E-001                                        0                                        5 
                                     135                                      689                  1.4149697729654727E+006                  5.0717935905306204E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999945149998E-001                  5.1529261047049701E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999945149998E-001                  5.1529261047049701E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.9099703685170772E+000                  1.2303527136973445E-004                 -3.9099703685170772E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.9099703685170772E+000                  1.2303527136973445E-004                 -3.9099703863324851E+000                 -1.1296958919106205E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7102968809933290E+000                  6.7558148652780903E-001                  4.3985014214174389E-001                  3.8593973386836264E+000                  0.0000000000000000E+000                  1.4983931132253142E+001                  1.3102586982785516E-001                  6.7270996287574549E+000                  6.2116898929074327E-001                  8.5000496360898692E-001                  1.2966429977223104E+000                  6.9999999200933571E-001                  2.7997020236475018E-001                  3.4468833607843542E-003                  9.3805276451495376E-003                  3.4468833607860768E-003                  9.3805276451495393E-003                  1.3999999983962206E+000                  5.5994040472949780E-001                                        0                                        3 
                                     140                                      695                  2.1864534130493407E+006                  5.2369663481737545E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999960775010E-001                  6.7795175898605753E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999960775010E-001                  6.7795175898605753E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.3154370477690924E+000                  4.8368537080278044E-004                 -3.3154370477690924E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.3154370477690924E+000                  4.8368537080278044E-004                 -3.3154372920623789E+000                 -9.5653099489083413E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7201402124080767E+000                  6.4379046593547773E-001                  4.0426796901608220E-001                  3.9305616849349501E+000                  0.0000000000000000E+000                  1.5315529501491266E+001                  4.0449540003986095E-001                  6.7854538433985470E+000                  6.2115360892251470E-001                  8.5000495243224194E-001                  1.2966430353048295E+000                  6.9999995847914176E-001                  2.7997020236481246E-001                  3.4468833606683298E-003                  9.3805276451495497E-003                  3.4468833607860768E-003                  9.3805276451495393E-003                  1.3999999916872392E+000                  5.5994040472950135E-001                                        0                                        4 
                                     145                                      697                  3.0614950728609036E+006                  5.2087703209483571E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999970150011E-001                  8.3069801080701000E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999970150011E-001                  8.3069801080701000E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.7053254461272456E+000                  1.9709452204852511E-003                 -2.7053254461272460E+000                 -9.8999999999999986E+001                 -1.7663859731166831E+001                 -2.7053254461272456E+000                  1.9709452204852511E-003                 -2.7053293744323974E+000                 -7.7489065050938049E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7353161612496240E+000                  6.8594968639045040E-001                  3.9499568156047415E-001                  3.9491062598461659E+000                  0.0000000000000000E+000                  1.5655574903088191E+001                  6.7957542109667268E-001                  6.8504575614388434E+000                  6.2114042926826374E-001                  8.5000490067010537E-001                  1.2966432093572182E+000                  6.9999980319488697E-001                  2.7997020236778880E-001                  3.4468833526718483E-003                  9.3805276451504865E-003                  3.4468833607860768E-003                  9.3805276451495393E-003                  1.3999999616368035E+000                  5.5994040472965489E-001                                        0                                        4 
                                     150                                      696                  4.0246278545202687E+006                  5.2201595561363465E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400011E-001                  9.5828677398808404E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400011E-001                  9.5828677398808404E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9763871371859765E+000                  1.0558758646067232E-002                 -1.9763871371859767E+000                 -9.8999999999999986E+001                 -1.7283648489455228E+001                 -1.9763871371859765E+000                  1.0558758646067232E-002                 -1.9765069696359252E+000                 -5.5356569248691878E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7583869248433546E+000                  8.5948315126623376E-001                  4.3562088681090444E-001                  3.8678558493453052E+000                  0.0000000000000000E+000                  1.6046000186535814E+001                  9.8479137273425310E-001                  6.9354046677289176E+000                  6.2112899490089402E-001                  8.5000461844360553E-001                  1.2966441582380170E+000                  6.9999895676631441E-001                  2.7997020266630740E-001                  3.4468821328325770E-003                  9.3805276453807866E-003                  3.4468833607860768E-003                  9.3805276451495393E-003                  1.3999998013758768E+000                  5.5994040474483808E-001                                        0                                        4 
                                     155                                      698                  4.7715840953731183E+006                  5.1468015763903452E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999977962506E-001                  9.9830369626018389E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999977962506E-001                  9.9830369626018389E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2750084414381031E+000                  5.3087412546155906E-002                 -1.2750084414381029E+000                 -5.3875238433062066E+001                 -9.8999999999999986E+001                 -1.2750084414381031E+000                  5.3087412546155906E-002                 -1.2782830912404080E+000                 -3.3992641863547992E+000                 -5.3875238433062066E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7845557907277390E+000                  1.0768894886320897E+000                  4.9198632372506335E-001                  3.7551249755169875E+000                  0.0000000000000000E+000                  1.6404746579757720E+001                  1.2547243943022166E+000                  7.0236913607716964E+000                  6.2112215789189584E-001                  8.5000351602787005E-001                  1.2966478551438656E+000                  6.9999567233977733E-001                  2.7997022659356091E-001                  3.4467518500421704E-003                  9.3805276476910358E-003                  3.4468833607860768E-003                  9.3805276451495393E-003                  1.3999991696788745E+000                  5.5994040593852146E-001                                        0                                        5 
                                     160                                      735                  5.3778207287433054E+006                  5.0116253072542722E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999988900001E-001                  9.9999986336258417E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999988900001E-001                  9.9999986336258417E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.2383012186120881E-001                  2.9934353164081712E-001                 -5.2383012186120870E-001                 -4.8532825263652441E+001                 -9.8999999999999986E+001                 -5.2383012186120881E-001                  2.9934353164081712E-001                 -5.8601517832399974E-001                 -1.3986499895402380E+000                 -4.8532825263652441E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8301752211959790E+000                  1.2394959666284371E+000                  4.8205070178675802E-001                  3.7749962193935982E+000                  0.0000000000000000E+000                  1.6738826668414895E+001                  1.4988681304239422E+000                  7.1129320944153269E+000                  6.2112324461041302E-001                  8.4999863807846687E-001                  1.2966634473818397E+000                  6.9998288201006242E-001                  2.7997215486795757E-001                  3.4361989089281317E-003                  9.3805271602602231E-003                  3.4468833607860785E-003                  9.3805276451495428E-003                  1.3999967432071381E+000                  5.5994049661517431E-001                                        0                                       13 
                                     165                                      794                  5.7992800922460249E+006                  4.8914656691524758E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999638900061E-001                  9.9999998877974816E-001                  9.9999999998900002E-001                  9.9999999966108211E-001                  9.9999999638900061E-001                  9.9999998877974816E-001                  9.9999999998900002E-001                  9.9999999966108211E-001                  3.7078583739746462E-001                  2.3484744376555566E+000                  3.7078583739746462E-001                 -4.4484353708961621E+001                 -9.8999999999999986E+001                  3.7078583739746462E-001                  2.3484744376555566E+000                  8.1115398690971577E-002                  5.8091161495122820E-002                 -4.4484353708961621E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.1045860659657940E+031                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8846634069768271E+000                  1.3368077484153003E+000                  4.2173022111849306E-001                  3.8956371807301280E+000                  0.0000000000000000E+000                  1.6966074355601101E+001                  1.6483989879172196E+000                  7.1900832155824297E+000                  6.2115457897396176E-001                  8.4996493757532243E-001                  1.2967647155775437E+000                  6.9991995596947865E-001                  2.8000085456084028E-001                  3.1502706570633583E-003                  9.3804994496452677E-003                  3.4468833607860776E-003                  9.3805276451495393E-003                  1.3999898789939882E+000                  5.5994236445007362E-001                                        0                                        5 
                                     170                                      845                  6.3544373044047719E+006                  5.1665682420498991E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  2.5003509956805531E-001                  1.2190806213243577E-001                  7.8132202091865666E-008                  9.9999999828353203E-001                  9.9999999496785275E-001                  1.2190806213243577E-001                  7.8132202091865666E-008                  9.9999999828353203E-001                  9.9999999496785275E-001                  1.1828467547159491E+000                  1.5235150709443179E+001                  1.1828467547159494E+000                 -4.1178319192055390E+001                 -9.8999999999999986E+001                  1.1828467547159491E+000                  1.5235150709443179E+001                  4.8026576874334664E-001                  1.0868348153173466E+000                 -4.1178319192055390E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.7329889559754503E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9191927290177802E+000                  1.2966990009120494E+000                  3.3261720328496069E-001                  4.0738632163971928E+000                  0.0000000000000000E+000                  1.7041092737367386E+001                  1.6547658763389830E+000                  7.2584385220187606E+000                  6.2124374622518619E-001                  8.4987980599924540E-001                  1.2970395204721621E+000                  6.9975372081985454E-001                  2.8002837034890182E-001                  2.2453088830700738E-003                  9.3803107042130917E-003                  3.4468833607860776E-003                  9.3805276451495393E-003                  1.3999277226559894E+000                  5.5995676235414626E-001                                        0                                        4 
                                     175                                      850                  7.6648732888514018E+006                  5.5624744722880228E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  2.6731455624634082E-001                  1.3138612568374325E-001                  7.8132201481243002E-008                  9.9999999895149994E-001                  9.9999999694036468E-001                  1.3138612568374325E-001                  7.8132201481243002E-008                  9.9999999895149994E-001                  9.9999999694036468E-001                  1.0287237904041644E+000                  1.0683751806567468E+001                  1.0287237904041644E+000                 -3.9770194833855101E+001                 -9.8999999999999986E+001                  1.0287237904041644E+000                  1.0683751806567468E+001                  6.3193951840558871E-001                  8.0610283744684641E-001                 -3.9770194833855101E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.0983744459529312E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9305938087406798E+000                  1.2092556585646927E+000                  2.6609337266548450E-001                  4.2069108776361448E+000                  0.0000000000000000E+000                  1.7129695752332658E+001                  1.7156330929377412E+000                  7.2861288493146299E+000                  6.2148122945636641E-001                  8.4965613649379834E-001                  1.2977402040863828E+000                  6.9930900796804629E-001                  2.8015262384850997E-001                  2.7391478064819479E-004                  9.3784878699766250E-003                  3.4468833607860776E-003                  9.3805276451495393E-003                  1.3997462344262084E+000                  5.6000630488513359E-001                                        0                                        5 
                                     180                                      857                  1.0025159030800518E+007                  5.7888323476663226E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  1.8208520976202835E-001                  8.8156675923867334E-002                  7.8132201758798758E-008                  9.9999999939681250E-001                  9.9999999829022224E-001                  8.8156675923867334E-002                  7.8132201758798758E-008                  9.9999999939681250E-001                  9.9999999829022224E-001                  1.2123791982317762E+000                  1.6307192512208687E+001                  1.2123791982317762E+000                 -3.7948785234158890E+001                 -9.8999999999999986E+001                  1.2123791982317762E+000                  1.6307192512208687E+001                  9.0080056428666910E-001                  9.2164768752776127E-001                 -3.7948785234158890E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.5910405863787931E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9574270689861573E+000                  1.2209391910403911E+000                  2.1826861841237738E-001                  4.3025603861423596E+000                  0.0000000000000000E+000                  1.7260503000070521E+001                  1.8101454646462039E+000                  7.3222492432208641E+000                  6.2168164741167797E-001                  8.4910584396959177E-001                  1.2991452516442876E+000                  6.9821002137309185E-001                  2.8122142499831382E-001                  2.9333248672689223E-005                  9.3322256048831327E-003                  3.4468833607860776E-003                  9.3805276451495393E-003                  1.3993911612809227E+000                  5.6028407127461111E-001                                        0                                        5 
                                     181                                      859                  1.0763086358197559E+007                  5.8680135937139468E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  2.1624612510434332E-001                  1.0326767747596077E-001                  7.8132201980843363E-008                  9.9999999939681272E-001                  9.9999999833903996E-001                  1.0326767747596077E-001                  7.8132201980843363E-008                  9.9999999939681272E-001                  9.9999999833903996E-001                  1.2113980936979361E+000                  1.6270394893951241E+001                  1.2113980936979361E+000                 -3.7900420092129529E+001                 -9.8999999999999986E+001                  1.2113980936979361E+000                  1.6270394893951241E+001                  9.0581157436960547E-001                  9.1487731157674068E-001                 -3.7900420092129529E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.6795001072698112E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9572147967008009E+000                  1.2149796148105809E+000                  2.1571337486818520E-001                  4.3076708732307436E+000                  0.0000000000000000E+000                  1.7260445467653206E+001                  1.8090621733320846E+000                  7.3233269983626084E+000                  6.2176584138126911E-001                  8.4897334011395031E-001                  1.2994802573974071E+000                  6.9794495987602756E-001                  2.8148770379233429E-001                  2.9330460313702776E-005                  9.3211926526718236E-003                  3.4468833607860776E-003                  9.3805276451495393E-003                  1.3992685051049130E+000                  5.6039006426333837E-001                                        0                                        5 
